Date,Tournament,Round,Home Team,Away Team,Home Score,Away Score,Home Tries,Away Tries,Home Points,Away Points,Venue,Neutral,Home Rank,Away Rank,Home Elo,Away Elo
2006-06-11,ST,1,ARG,WAL,27,25,3,3,4,1,"Puerto Madryn, Patagonia",0,9,8,1910,1920
2006-06-11,"ST,CC",e,AUS,ENG,34,3,3,0,4,0,"Stadium Australia, Sydney",0,4,6,1960,1940
2006-06-17,ST,2,SAF,SCO,29,15,1,2,4,0,"Boet Erasmus, Pt Elizabeth",0,2,7,1980,1930
2006-06-17,ST,,FIJ,ITA,29,18,4,2,5,0,"Lautoka, Fiji",0,12,11,1880,1890
2006-06-17,ST,2,ARG,WAL,45,27,3,3,4,0,"Velez Sarsfield, Buenos Aires",0,8,9,1920,1910
2006-06-17,,,ROM,FRA,14,62,1,9,0,5,Bucharest,0,15,3,1850,1970
2006-06-17,ST,2,NZL,IRE,27,17,3,2,4,0,"Eden Park, Auckland",0,1,5,1990,1950
2006-06-17,"ST,CC",a,AUS,ENG,43,18,6,2,5,0,"Colonial Stadium, Melbourne",0,4,6,1960,1940
2006-06-24,ST,,SAF,FRA,26,36,1,4,0,5,"Newlands, Cape Town",0,3,2,1970,1980
2006-06-24,ST,,AUS,IRE,37,15,5,2,5,0,"Subiaco Oval, Perth_AUS",0,4,5,1960,1950
2006-06-24,,,ARG,NZL,19,25,1,3,1,4,"Velez Sarsfield, Buenos Aires",0,8,1,1920,1990
2006-07-01,WQ,,CHL,ARG,13,60,1,10,0,5,Santiago,0,24,8,1760,1920
2006-07-01,,,TON,SAM,0,36,0,5,0,5,Nuku A'lofa,0,17,10,1830,1900
2006-07-08,WQ,,ARG,URU,26,0,2,0,4,0,"River Plate, Buenos Aires",0,8,16,1920,1840
2006-07-08,"3N,BC",n,NZL,AUS,32,12,4,2,5,0,"Jade Stadium, Christchurch",0,1,4,1990,1960
2006-07-15,"3N,MP",s,AUS,SAF,49,0,6,0,5,0,"Suncorp Stadium, Brisbane",0,3,4,1970,1960
2006-07-22,"3N,FC",s,NZL,SAF,35,17,2,2,4,0,"Westpac Trust, Wellington",0,1,4,1990,1960
2006-07-29,"3N,BC",n,AUS,NZL,9,13,0,1,1,4,"Suncorp Stadium, Brisbane",0,3,1,1970,1990
2006-08-05,"3N,MP",a,AUS,SAF,20,18,2,2,4,1,"Stadium Australia, Sydney",0,3,4,1970,1960
2006-08-19,"3N,BC",n,NZL,AUS,34,27,3,3,4,1,"Eden Park, Auckland",0,1,3,1990,1970
2006-08-26,"3N,FC",n,SAF,NZL,26,45,3,5,0,5,"Loftus Versfeld, Pretoria",0,4,1,1960,1990
2006-09-02,"3N,FC",n,SAF,NZL,21,20,2,2,4,1,"Royal Bafokeng Stm, Rustenburg",0,4,1,1960,1990
2006-09-09,"3N,MP",a,SAF,AUS,24,16,2,1,4,0,"Ellis Park, Johannesburg",0,3,4,1970,1960
2006-10-07,WQ,,ITA,POR,83,0,13,0,5,0,L'Aquila,0,12,21,1880,1790
2006-10-14,WQ,,RUS,ITA,7,67,1,9,0,5,Moscow,0,19,12,1810,1880
2006-11-04,AI,,WAL,AUS,29,29,2,4,2,3,"Millennium Stadium, Cardiff",0,8,4,1920,1960
2006-11-05,AI,,ENG,NZL,20,41,3,4,0,5,"Twickenham, London",0,6,1,1940,1990
2006-11-11,AI,,WAL,PAC,38,20,5,3,5,0,"Millennium Stadium, Cardiff",0,9,0,1910,2000
2006-11-11,AI,,ENG,ARG,18,25,2,1,1,4,"Twickenham, London",0,7,6,1930,1940
2006-11-11,AI,,SCO,ROM,48,6,7,0,5,0,"Murrayfield, Edinburgh",0,8,15,1920,1850
2006-11-11,AI,,ITA,AUS,18,25,0,3,1,4,"Stadio Flaminio, Rome",0,12,3,1880,1970
2006-11-11,AI,,IRE,SAF,32,15,4,2,5,0,"Lansdowne Rd, Dublin",0,5,4,1950,1960
2006-11-11,"AI,DG",1,FRA,NZL,3,47,0,7,0,5,Lyon,0,2,1,1980,1990
2006-11-17,AI,,WAL,CAN,61,26,9,2,5,0,"Millennium Stadium, Cardiff",0,9,13,1910,1870
2006-11-18,AI,1,ENG,SAF,23,21,2,2,4,1,"Twickenham, London",0,6,5,1940,1950
2006-11-18,AI,,SCO,PAC,34,22,4,4,5,1,"Murrayfield, Edinburgh",0,8,0,1920,2000
2006-11-18,AI,,ITA,ARG,16,23,1,2,1,4,"Stadio Flaminio, Rome",0,12,7,1880,1930
2006-11-18,AI,2,FRA,NZL,11,23,1,2,0,4,"Stade de France, Paris",0,2,1,1980,1990
2006-11-19,AI,,IRE,AUS,21,6,2,0,4,0,"Lansdowne Rd, Dublin",0,3,4,1970,1960
2006-11-25,AI,2,ENG,SAF,14,25,1,1,0,4,"Twickenham, London",0,7,4,1930,1960
2006-11-25,"AI,HC",,SCO,AUS,15,44,2,5,0,5,"Murrayfield, Edinburgh",0,9,3,1910,1970
2006-11-25,AI,,ITA,CAN,41,6,5,0,5,0,Fontanafredda,0,12,13,1880,1870
2006-11-25,AI,,FRA,ARG,27,26,3,2,4,1,"Stade de France, Paris",0,2,6,1980,1940
2006-11-25,AI,,WAL,NZL,10,45,1,5,0,5,"Millennium Stadium, Cardiff",0,8,1,1920,1990
2006-11-26,AI,,IRE,PAC,61,17,8,3,5,0,"Lansdowne Rd, Dublin",0,5,0,1950,2000
2007-02-03,6N,1,ITA,FRA,3,39,0,5,0,5,"Stadio Flaminio, Rome",0,12,2,1880,1980
2007-02-03,"6N,CA",1,ENG,SCO,42,20,4,2,5,0,"Twickenham, London",0,6,9,1940,1910
2007-02-04,6N,1,WAL,IRE,9,19,0,3,0,4,"Millennium Stadium, Cardiff",0,8,4,1920,1960
2007-02-10,6N,2,ENG,ITA,20,7,1,1,4,0,"Twickenham, London",0,6,12,1940,1880
2007-02-10,6N,2,SCO,WAL,21,9,0,0,4,0,"Murrayfield, Edinburgh",0,8,9,1920,1910
2007-02-11,6N,2,IRE,FRA,17,20,1,2,1,4,"Croke Park, Dublin",0,5,2,1950,1980
2007-02-24,6N,3,SCO,ITA,17,37,2,4,0,5,"Murrayfield, Edinburgh",0,10,9,1900,1910
2007-02-24,6N,3,IRE,ENG,43,13,4,1,5,0,"Croke Park, Dublin",0,5,7,1950,1930
2007-02-24,6N,3,FRA,WAL,32,21,2,3,4,0,"Stade de France, Paris",0,2,8,1980,1920
2007-03-10,6N,4,SCO,IRE,18,19,0,1,1,4,"Murrayfield, Edinburgh",0,10,5,1900,1950
2007-03-10,6N,4,ITA,WAL,23,20,2,2,4,1,"Stadio Flaminio, Rome",0,8,9,1920,1910
2007-03-11,6N,4,ENG,FRA,26,18,2,0,4,0,"Twickenham, London",0,6,2,1940,1980
2007-03-17,6N,5,ITA,IRE,24,51,2,8,0,5,"Stadio Flaminio, Rome",0,9,4,1910,1960
2007-03-17,6N,5,FRA,SCO,46,19,6,3,5,0,"Stade de France, Paris",0,2,10,1980,1900
2007-03-17,6N,5,WAL,ENG,27,18,2,2,4,0,"Millennium Stadium, Cardiff",0,8,6,1920,1940
2007-05-26,"ST,WU",1,ARG,IRE,22,20,1,2,4,1,Sante Fe,0,6,5,1940,1950
2007-05-26,"ST,WU",1,SAF,ENG,58,10,7,1,5,0,"Vodacom Park, Bloemfontein",0,4,7,1960,1930
2007-05-26,"ST,WU",1,AUS,WAL,29,23,4,2,5,1,"Stadium Australia, Sydney",0,3,8,1970,1920
2007-06-02,"ST,WU",2,ARG,IRE,16,0,1,0,4,0,"Velez Sarsfield, Buenos Aires",0,6,5,1940,1950
2007-06-02,"ST,WU",2,SAF,ENG,55,22,8,1,5,0,"Loftus Versfeld, Pretoria",0,4,7,1960,1930
2007-06-02,ST,,URU,ITA,5,29,1,4,0,5,Montevideo,0,20,9,1800,1910
2007-06-02,"ST,DG",1,NZL,FRA,42,11,5,1,5,0,"Eden Park, Auckland",0,1,2,1990,1980
2007-06-02,"ST,WU",2,AUS,WAL,31,0,3,0,4,0,"Suncorp Stadium, Brisbane",0,3,8,1970,1920
2007-06-09,ST,,ARG,ITA,24,6,2,0,4,0,Mendoza,0,6,9,1940,1910
2007-06-09,WU,,SAF,SAM,35,8,5,1,5,0,"Ellis Park, Johannesburg",0,4,10,1960,1900
2007-06-09,WU,,AUS,FIJ,49,0,9,0,5,0,"Subiaco Oval, Perth_AUS",0,3,12,1970,1880
2007-06-09,"ST,WU",2,NZL,FRA,61,10,9,1,5,0,"Westpac Trust, Wellington",0,1,2,1990,1980
2007-06-16,"3N,MP",a,SAF,AUS,22,19,1,1,4,1,"Newlands, Cape Town",0,2,4,1980,1960
2007-06-16,ST,,NZL,CAN,64,13,10,1,5,0,"Waikato Stadium, Hamilton",0,1,12,1990,1880
2007-06-23,"3N,FC",n,SAF,NZL,21,26,2,2,1,4,"Kings Park Stadium, Durban",0,3,1,1970,1990
2007-06-23,,,SAM,TON,50,3,7,0,5,0,Apia,0,10,15,1900,1850
2007-06-30,"3N,BC",n,AUS,NZL,20,15,2,2,4,1,"Cricket Ground, Melbourne",0,2,1,1980,1990
2007-07-07,"3N,MP",a,AUS,SAF,25,17,3,2,4,0,"Stadium Australia, Sydney",0,2,4,1980,1960
2007-07-14,"3N,FC",n,NZL,SAF,33,6,3,0,4,0,"Jade Stadium, Christchurch",0,1,4,1990,1960
2007-07-21,"3N,BC",n,NZL,AUS,26,12,1,0,4,0,"Eden Park, Auckland",0,1,2,1990,1980
2007-08-04,WU,,ARG,CHL,70,14,10,2,5,0,"CASI, Buenos Aires",0,6,23,1940,1770
2007-08-04,WU,,ENG,WAL,62,5,9,1,5,0,"Twickenham, London",0,7,9,1930,1910
2007-08-11,WU,,SCO,IRE,31,21,5,2,5,0,"Murrayfield, Edinburgh",0,10,6,1900,1940
2007-08-11,WU,1,ENG,FRA,15,21,0,2,1,4,"Twickenham, London",0,7,3,1930,1970
2007-08-15,WU,,SAF,NAM,105,13,15,1,5,0,"Newlands, Cape Town",0,4,25,1960,1750
2007-08-18,WU,,ITA,JAP,36,12,5,2,5,0,St Vincent,0,9,18,1910,1820
2007-08-18,WU,,WAL,ARG,27,20,3,2,4,1,"Millennium Stadium, Cardiff",0,8,6,1920,1940
2007-08-18,WU,2,FRA,ENG,22,9,1,0,4,0,Marseille,0,3,7,1970,1930
2007-08-24,WU,,IRE,ITA,23,20,2,2,4,1,"Ravenhill, Belfast",0,5,9,1950,1910
2007-08-25,WU,,SCO,SAF,3,27,0,3,0,4,"Murrayfield, Edinburgh",0,10,4,1900,1960
2007-08-26,WU,,WAL,FRA,7,34,1,4,0,5,"Millennium Stadium, Cardiff",0,8,3,1920,1970
2007-09-07,WC,Pool D,FRA,ARG,12,17,0,1,1,4,"Stade de France, Paris",0,5,4,1950,1960
2007-09-08,WC,Pool C,NZL,ITA,76,14,11,2,5,0,Marseille,1,1,9,1990,1910
2007-09-08,WC,Pool B,AUS,JAP,91,3,13,0,5,0,Lyon,1,2,18,1980,1820
2007-09-08,WC,Pool A,ENG,USA,28,10,3,1,4,0,Lens,1,7,14,1930,1860
2007-09-09,WC,Pool B,WAL,CAN,42,17,5,3,5,0,Nantes,1,8,13,1920,1870
2007-09-09,WC,Pool A,SAF,SAM,59,7,8,1,5,0,"Parc des Princes, Paris",1,3,11,1970,1890
2007-09-09,WC,Pool C,SCO,POR,56,10,8,1,5,0,St Etienne,1,10,22,1900,1780
2007-09-09,WC,Pool D,IRE,NAM,32,17,5,2,5,0,"Chaban-Delmas Stdm, Bordeaux",1,6,24,1940,1760
2007-09-11,WC,Pool D,ARG,GEO,33,3,4,0,5,0,Lyon,1,4,17,1960,1830
2007-09-12,WC,Pool A,USA,TON,15,25,2,3,0,4,Montpellier,1,14,15,1860,1850
2007-09-12,WC,Pool B,FIJ,JAP,35,31,4,3,5,1,Stade Toulouse,1,12,18,1880,1820
2007-09-12,WC,Pool C,ITA,ROM,24,18,2,2,4,1,Marseille,1,9,16,1910,1840
2007-09-14,WC,Pool A,ENG,SAF,0,36,0,3,0,4,"Stade de France, Paris",1,7,3,1930,1970
2007-09-15,WC,Pool C,NZL,POR,108,13,16,1,5,0,Lyon,1,1,22,1990,1780
2007-09-15,WC,Pool B,WAL,AUS,20,32,2,4,0,5,"Millennium Stadium, Cardiff",0,8,2,1920,1980
2007-09-15,WC,Pool D,IRE,GEO,14,10,2,1,4,1,"Chaban-Delmas Stdm, Bordeaux",1,6,16,1940,1840
2007-09-16,WC,Pool B,FIJ,CAN,29,16,4,1,5,0,"Millennium Stadium, Cardiff",1,11,14,1890,1860
2007-09-16,WC,Pool A,SAM,TON,15,19,0,1,1,4,Montpellier,1,13,12,1870,1880
2007-09-16,WC,Pool D,FRA,NAM,87,10,13,1,5,0,Stade Toulouse,0,5,24,1950,1760
2007-09-18,WC,Pool C,SCO,ROM,42,0,6,0,5,0,"Murrayfield, Edinburgh",0,10,15,1900,1850
2007-09-19,WC,Pool C,ITA,POR,31,5,3,1,4,0,"Parc des Princes, Paris",1,9,22,1910,1780
2007-09-20,WC,Pool B,WAL,JAP,72,18,11,2,5,0,"Millennium Stadium, Cardiff",0,8,18,1920,1820
2007-09-21,WC,Pool D,FRA,IRE,25,3,2,0,4,0,"Stade de France, Paris",0,4,6,1960,1940
2007-09-22,WC,Pool A,SAF,TON,30,25,4,3,5,1,Lens,1,3,12,1970,1880
2007-09-22,WC,Pool A,ENG,SAM,44,22,4,1,5,0,Nantes,1,7,13,1930,1870
2007-09-22,WC,Pool D,ARG,NAM,63,3,9,0,5,0,Marseille,1,5,24,1950,1760
2007-09-23,WC,Pool B,AUS,FIJ,55,12,7,2,5,0,Montpellier,1,2,11,1980,1890
2007-09-23,WC,Pool C,SCO,NZL,0,40,0,6,0,5,"Murrayfield, Edinburgh",0,10,1,1900,1990
2007-09-25,WC,Pool B,CAN,JAP,12,12,2,2,2,2,"Chaban-Delmas Stdm, Bordeaux",1,14,18,1860,1820
2007-09-25,WC,Pool C,ROM,POR,14,10,2,1,4,1,Stade Toulouse,1,15,22,1850,1780
2007-09-26,WC,Pool D,GEO,NAM,30,0,3,0,4,0,Lens,1,16,24,1840,1760
2007-09-26,WC,Pool A,USA,SAM,21,25,2,3,1,4,St Etienne,1,17,13,1830,1870
2007-09-28,WC,Pool A,ENG,TON,36,20,4,2,5,0,"Parc des Princes, Paris",1,6,13,1940,1870
2007-09-29,WC,Pool C,NZL,ROM,85,8,13,1,5,0,Stade Toulouse,1,1,14,1990,1860
2007-09-29,WC,Pool B,AUS,CAN,37,6,6,0,5,0,"Chaban-Delmas Stdm, Bordeaux",1,2,15,1980,1850
2007-09-29,WC,Pool B,WAL,FIJ,34,38,5,4,2,5,Nantes,1,10,9,1900,1910
2007-09-29,WC,Pool C,SCO,ITA,18,16,0,1,4,1,St Etienne,1,8,11,1920,1890
2007-09-30,WC,Pool D,FRA,GEO,64,7,9,1,5,0,Marseille,0,5,16,1950,1840
2007-09-30,WC,Pool D,IRE,ARG,15,30,2,2,0,4,"Parc des Princes, Paris",1,7,4,1930,1960
2007-09-30,WC,Pool A,SAF,USA,64,15,9,2,5,0,Montpellier,1,3,18,1970,1820
2007-10-06,WC,Quart,AUS,ENG,10,12,1,0,1,4,Marseille,1,5,6,1950,1940
2007-10-06,WC,Quart,NZL,FRA,18,20,2,2,1,4,"Millennium Stadium, Cardiff",1,1,2,1990,1980
2007-10-07,WC,Quart,SAF,FIJ,37,20,5,2,5,0,Marseille,1,3,9,1970,1910
2007-10-07,WC,Quart,ARG,SCO,19,13,1,1,4,1,"Stade de France, Paris",1,4,8,1960,1920
2007-10-13,WC,Semi,FRA,ENG,9,14,0,1,1,4,"Stade de France, Paris",0,4,3,1960,1970
2007-10-14,WC,Semi,SAF,ARG,37,13,4,1,5,0,"Stade de France, Paris",1,2,6,1980,1940
2007-10-19,WC,3&4,FRA,ARG,10,34,1,5,0,5,"Parc des Princes, Paris",0,6,3,1940,1970
2007-10-20,WC,Final,SAF,ENG,15,6,0,0,4,0,"Stade de France, Paris",1,1,4,1990,1960
2007-11-24,AI,,WAL,SAF,12,34,2,5,0,5,"Millennium Stadium, Cardiff",0,10,1,1900,1990
2008-02-02,6N,1,IRE,ITA,16,11,1,1,4,1,"Croke Park, Dublin",0,7,11,1930,1890
2008-02-02,6N,1,ENG,WAL,19,26,1,2,1,4,"Twickenham, London",0,5,8,1950,1920
2008-02-03,6N,1,SCO,FRA,6,27,0,3,0,4,"Murrayfield, Edinburgh",0,10,6,1900,1940
2008-02-09,6N,2,WAL,SCO,30,15,3,0,4,0,"Millennium Stadium, Cardiff",0,8,10,1920,1900
2008-02-09,6N,2,FRA,IRE,26,21,4,2,4,1,"Stade de France, Paris",0,6,7,1940,1930
2008-02-10,6N,2,ITA,ENG,19,23,1,2,1,4,"Stadio Flaminio, Rome",0,11,5,1890,1950
2008-02-23,6N,3,WAL,ITA,47,8,5,1,5,0,"Millennium Stadium, Cardiff",0,8,11,1920,1890
2008-02-23,6N,3,IRE,SCO,34,13,5,1,5,0,"Croke Park, Dublin",0,7,10,1930,1900
2008-02-23,6N,3,FRA,ENG,13,24,1,2,0,4,"Stade de France, Paris",0,6,4,1940,1960
2008-03-08,6N,4,IRE,WAL,12,16,0,1,1,4,"Croke Park, Dublin",0,8,7,1920,1930
2008-03-08,"6N,CA",4,SCO,ENG,15,9,0,0,4,1,"Murrayfield, Edinburgh",0,9,5,1910,1950
2008-03-09,6N,4,FRA,ITA,25,13,3,1,4,0,"Stade de France, Paris",0,6,11,1940,1890
2008-03-15,6N,5,ITA,SCO,23,20,2,2,4,1,"Stadio Flaminio, Rome",0,11,10,1890,1900
2008-03-15,6N,5,ENG,IRE,33,10,3,1,4,0,"Twickenham, London",0,5,8,1950,1920
2008-03-15,6N,5,WAL,FRA,29,12,2,0,4,0,"Millennium Stadium, Cardiff",0,6,7,1940,1930
2008-06-07,ST,1,ARG,SCO,21,15,2,0,4,1,Rosario,0,3,10,1970,1900
2008-06-07,ST,1,SAF,WAL,43,17,4,2,5,0,"Vodacom Park, Bloemfontein",0,1,6,1990,1940
2008-06-07,ST,,NZL,IRE,21,11,2,1,4,0,"Westpac Trust, Wellington",0,2,8,1980,1920
2008-06-14,ST,,AUS,IRE,18,12,2,2,4,1,"Colonial Stadium, Melbourne",0,4,8,1960,1920
2008-06-14,ST,2,ARG,SCO,14,26,2,2,0,4,"Velez Sarsfield, Buenos Aires",0,3,9,1970,1910
2008-06-14,ST,2,SAF,WAL,37,21,4,2,5,0,"Loftus Versfeld, Pretoria",0,1,6,1990,1940
2008-06-14,ST,1,NZL,ENG,37,20,4,2,5,0,"Eden Park, Auckland",0,2,5,1980,1950
2008-06-21,ST,,SAF,ITA,26,0,4,0,5,0,"Newlands, Cape Town",0,1,11,1990,1890
2008-06-21,ST,2,NZL,ENG,44,12,5,2,5,0,"Jade Stadium, Christchurch",0,2,5,1980,1950
2008-06-28,ST,1,AUS,FRA,34,13,4,1,5,0,"Stadium Australia, Sydney",0,3,7,1970,1930
2008-06-28,ST,,ARG,ITA,12,13,0,1,1,4,Cordoba,0,4,11,1960,1890
2008-07-05,ST,2,AUS,FRA,40,10,4,1,5,0,"Suncorp Stadium, Brisbane",0,3,7,1970,1930
2008-07-05,"3N,FC",n,NZL,SAF,19,8,1,1,4,0,"Westpac Trust, Wellington",0,1,2,1990,1980
2008-07-12,"3N,FC",n,NZL,SAF,28,30,1,2,1,4,"Carisbrook, Dunedin",0,2,1,1980,1990
2008-07-19,"3N,MP",a,AUS,SAF,16,9,2,0,4,1,"Subiaco Oval, Perth_AUS",0,3,1,1970,1990
2008-07-26,"3N,BC",n,AUS,NZL,34,19,4,3,5,0,"Stadium Australia, Sydney",0,3,2,1970,1980
2008-08-02,"3N,BC",n,NZL,AUS,39,10,4,1,5,0,"Eden Park, Auckland",0,2,3,1980,1970
2008-08-09,,,SAF,ARG,63,9,9,0,5,0,"Ellis Park, Johannesburg",0,1,4,1990,1960
2008-08-16,"3N,FC",n,SAF,NZL,0,19,0,3,0,4,"Newlands, Cape Town",0,2,1,1980,1990
2008-08-23,"3N,MP",a,SAF,AUS,15,27,2,3,0,4,"Kings Park Stadium, Durban",0,3,2,1970,1980
2008-08-30,"3N,MP",a,SAF,AUS,53,8,8,1,5,0,"Ellis Park, Johannesburg",0,2,3,1980,1970
2008-09-03,,,NZL,SAM,101,14,15,2,5,0,New Plymouth,0,1,12,1990,1880
2008-09-13,"3N,BC",n,AUS,NZL,24,28,3,4,1,5,"Suncorp Stadium, Brisbane",0,3,1,1970,1990
2008-11-01,BC,n,NZL,AUS,19,14,2,2,4,1,Hong Kong Stadium,1,1,3,1990,1970
2008-11-08,AI,,IRE,CAN,55,0,8,0,5,0,"Thomond Park, Limerick",0,8,15,1920,1850
2008-11-08,AI,,ENG,PAC,39,13,5,1,5,0,"Twickenham, London",0,4,0,1960,2000
2008-11-08,AI,,WAL,SAF,15,20,0,2,1,4,"Millennium Stadium, Cardiff",0,7,2,1930,1980
2008-11-08,AI,,ITA,AUS,20,30,1,2,0,4,Padua,0,11,3,1890,1970
2008-11-08,"AI,GS",1,SCO,NZL,6,32,0,4,0,5,"Murrayfield, Edinburgh",0,9,1,1910,1990
2008-11-08,AI,,FRA,ARG,12,6,0,0,4,1,Marseille,0,6,5,1940,1950
2008-11-14,AI,,WAL,CAN,34,13,4,1,5,0,"Millennium Stadium, Cardiff",0,7,15,1930,1850
